ID,Name,Author,Rating,Format,Publisher,Pages,Publishing Date,ISBN-10,ISBN-13
0441004016,The Anubis Gates (Ace Science Fiction),Tim Powers,4.0 out of 5 stars,Hardcover,Ace,400 pages,"January 1, 1997",0441004016,978-0441004010
1594746265,Countdown City: The Last Policeman Book II (The Last Policeman Trilogy),Ben H. Winters,4.2 out of 5 stars,Hardcover,Quirk Books; First Edition edition,316 pages,"July 16, 2013",1594746265,978-1594746260
0385334176,Deadeye Dick: A Novel,Kurt Vonnegut,4.2 out of 5 stars,Kindle,Dial Press Trade Paperback,271 pages,"May 11, 1999",0385334176,978-0385334174
0648214818,The Apothecary's Poison (Glass and Steele),C.J. Archer,4.7 out of 5 stars,Hardcover,C.J. Archer,324 pages,"November 7, 2017",0648214818,978-0648214816
0804178305,The Last Time I Saw Her: A Novel (Dr. Charlotte Stone),Karen Robards,4.8 out of 5 stars,Kindle,Ballantine Books; Reissue edition,384 pages,"May 31, 2016",0804178305,978-0804178303
1599953552,Forbidden (The Books of Mortals),Ted Dekker,4.4 out of 5 stars,Hardcover,FaithWords; Reprint edition,448 pages,"October 30, 2012",9781599953557,978-1599953557
0440351626,The Magus,John Fowles,4.1 out of 5 stars,Kindle,"Dell; Revised, Reissue edition",672 pages,"April 1, 1985",0440351626,978-0440351627
0062333011,The Bookseller: A Novel,Cynthia Swanson,4.1 out of 5 stars,Kindle,Harper Paperbacks; Reprint edition,368 pages,"March 22, 2016",0062333011,978-0062333018
0679776443,Dead Souls,Nikolai Gogol,3.9 out of 5 stars,Hardcover,Vintage; 2/23/97 edition,432 pages,"March 25, 1997",0679776443,978-0679776444
0805211063,The Castle,Franz Kafka,4.0 out of 5 stars,Hardcover,Schocken; 60544th edition,352 pages,"December 15, 1998",0805211063,978-0805211061
0441019293,Assassin's Creed: Renaissance,Oliver Bowden,4.1 out of 5 stars,Kindle,Ace; 1st edition,496 pages,"February 23, 2010",0441019293,978-0441019298
0425198782,"Tempting Danger (The World of the Lupi, Book 1)",Eileen Wilks,4.3 out of 5 stars,Hardcover,Berkley,320 pages,"October 5, 2004",0425198782,978-0425198780
1250092833,The King of Plagues: A Joe Ledger Novel,Jonathan Maberry,4.4 out of 5 stars,Paperback,St. Martin's Paperbacks; Reissue edition,624 pages,"August 2, 2016",1250092833,978-1250092830
1616556064,Satoshi Kon's: Opus,Satoshi Kon,4.5 out of 5 stars,Kindle,Dark Horse Manga; Translation edition,384 pages,"December 9, 2014",1616556064,978-1616556068
0441014151,Accelerando (Singularity),Charles Stross,3.7 out of 5 stars,Paperback,Ace; unknown edition,415 pages,"June 27, 2006",0441014151,978-0441014156
0307390276,The Ruins,Scott Smith,3.3 out of 5 stars,Hardcover,Vintage,384 pages,"February 26, 2008",0307390276,978-0307390271
0451462378,Into the Storm (Destroyermen),Taylor Anderson,4.4 out of 5 stars,Paperback,Ace; Reprint edition,416 pages,"February 3, 2009",0451462378,978-0451462374
0786886323,Carter Beats the Devil,Glen David Gold,4.4 out of 5 stars,Hardcover,Hachette Books; Reprint edition,496 pages,"September 18, 2002",0786886323,978-0786886326
1573228729,Pastoralia,George Saunders,4.2 out of 5 stars,Hardcover,Riverhead Books,188 pages,"June 1, 2001",1573228729,978-1573228725
0394752848,Hopscotch: A Novel (Pantheon Modern Writers Series),Julio Cortazar,4.1 out of 5 stars,Kindle,Pantheon; 1st Pantheon pbk. ed edition,576 pages,"February 12, 1987",0394752848,978-0394752846
0310207096,When Dreams Cross (Second Chances Series #2),Terri Blackstock,4.3 out of 5 stars,Hardcover,Zondervan; Reprinted edition,240 pages,"June 1, 2000",0310207096,978-0310207092
0345547217,The Abyss Beyond Dreams: A Novel of the Commonwealth (Commonwealth: Chronicle of the Fallers),Peter F. Hamilton,4.3 out of 5 stars,Hardcover,Del Rey,640 pages,"September 1, 2015",0345547217,978-0345547217
042519213X,"On What Grounds (Coffeehouse Mysteries, No. 1)",Cleo Coyle,3.9 out of 5 stars,Kindle,Berkley,288 pages,"September 2, 2003",042519213X,978-0425192139
0441013872,"Sharper Than a Serpent's Tooth (Nightside, Book 6)",Simon R. Green,4.3 out of 5 stars,Kindle,Ace; 1st edition,256 pages,"February 28, 2006",0441013872,978-0441013876
0316404209,Refugees (The Remaining),D.J. Molles,4.8 out of 5 stars,Paperback,Orbit; Reprint edition,544 pages,"July 29, 2014",0316404209,978-0316404204
1594746850,World of Trouble: The Last Policeman Book III (The Last Policeman Trilogy),Ben H. Winters,4.4 out of 5 stars,Hardcover,Quirk Books; 1st Printing edition,320 pages,"July 15, 2014",1594746850,978-1594746857
0451236637,Brownies and Broomsticks: A Magical Bakery Mystery,Bailey Cates,4.4 out of 5 stars,Hardcover,Berkley,336 pages,"May 1, 2012",0451236637,978-0451236630
0553213482,Faust (Bantam Classics) (Part I) (English and German Edition),Johann Wolfgang von Goethe,3.9 out of 5 stars,Hardcover,Bantam Books; Reissue edition,327 pages,"August 1, 1988",0553213482,978-0553213485
0316200204,American Elsewhere,Robert Jackson Bennett,4.0 out of 5 stars,Paperback,Orbit; 1 edition,688 pages,"February 12, 2013",0316200204,978-0316200202
1985828804,A Puzzle in Paxton Park (A Paxton Park Mystery) (Volume 3),J A Whiting,4.9 out of 5 stars,Paperback,CreateSpace Independent Publishing Platform; 1 edition,264 pages,"February 28, 2018",1985828804,978-1985828803
0425279731,Assassin's Creed: Unity,Oliver Bowden,4.4 out of 5 stars,Kindle,Ace,432 pages,"December 2, 2014",0425279731,978-0425279731
0142181498,The End: A Postapocalyptic Novel (The New World Series),G. Michael Hopf,4.1 out of 5 stars,Kindle,Plume,384 pages,"January 7, 2014",0142181498,978-0142181492
0441005667,Forever Peace,Joe Haldeman,3.4 out of 5 stars,Paperback,Ace,368 pages,"October 1, 1998",0441005667,978-0441005666
0061774359,Blonde: A Novel,Joyce Carol Oates,4.0 out of 5 stars,Kindle,Ecco; Reprint edition,752 pages,"September 15, 2009",0061774359,978-0061774355
0451476573,A Familiar Tail (A Witch's Cat Mystery),Delia James,4.7 out of 5 stars,Paperback,Berkley,336 pages,"February 2, 2016",0451476573,978-0451476579
0451231813,If Walls Could Talk (Haunted Home Renovation Mysteries),Juliet Blackwell,4.3 out of 5 stars,Hardcover,OBSIDIAN; 1st edition,326 pages,"December 7, 2010",0451231813,978-0451231819
0061782637,Eaters of the Dead,Michael Crichton,4.2 out of 5 stars,Kindle,Harper; Reprint edition,179 pages,"April 28, 2009",0061782637,978-0061782633
1622867335,Dog Food 2: K'wan Presents,Raynesha Pittman,4.9 out of 5 stars,Hardcover,Urban Books,304 pages,"November 29, 2016",1622867335,978-1622867332
0765380692,Over Your Dead Body (John Cleaver),Dan Wells,4.5 out of 5 stars,Paperback,Tor Books,304 pages,"May 3, 2016",0765380692,978-0765380692
0553593064,77 Shadow Street (with bonus novella The Moonlit Mind): A Novel,Dean Koontz,3.4 out of 5 stars,Hardcover,Bantam; Reprint edition,720 pages,"August 28, 2012",0553593064,978-0553593068
0312552211,Extinction Machine: A Joe Ledger Novel,Jonathan Maberry,4.6 out of 5 stars,Kindle,St. Martin's Griffin,448 pages,"March 26, 2013",0312552211,978-0312552213
0345533321,The Good Guy: A Novel,Dean Koontz,4.2 out of 5 stars,Paperback,Bantam; Reprint edition,464 pages,"June 26, 2012",0345533321,978-0345533326
0451460936,Touch the Dark (Cassandra Palmer),Karen Chance,3.6 out of 5 stars,Hardcover,Ace; 1st edition,320 pages,"June 6, 2006",0451460936,978-0451460936
0765327902,Mr. Monster (John Cleaver),Dan Wells,4.5 out of 5 stars,Kindle,Tor Books; 1st edition,288 pages,"September 28, 2010",0765327902,978-0765327901
1601625391,The Day the Streets Stood Still (Urban Books),JaQuavis Coleman,4.5 out of 5 stars,Paperback,Urban Books,288 pages,"September 30, 2014",1601625391,978-1601625397
0451239253,An Inquiry Into Love and Death,Simone St. James,4.3 out of 5 stars,Kindle,Berkley,368 pages,"March 5, 2013",0451239253,978-0451239259
0375703713,More Than Human,Theodore Sturgeon,4.3 out of 5 stars,Hardcover,Vintage; 1st Vintage Books ed edition,192 pages,"December 29, 1998",0375703713,978-0375703713
0804178275,Her Last Whisper: A Novel (Dr. Charlotte Stone),Karen Robards,4.5 out of 5 stars,Paperback,Ballantine Books; Reprint edition,400 pages,"June 30, 2015",0804178275,978-0804178273
0345535812,The Last Victim: A Novel (Dr. Charlotte Stone),Karen Robards,4.1 out of 5 stars,Hardcover,Ballantine Books,416 pages,"April 30, 2013",0345535812,978-0345535818
0778328155,Ghost Night (The Bone Island Trilogy),Heather Graham,4.5 out of 5 stars,Paperback,MIRA,400 pages,"July 27, 2010",0778328155,978-0778328155
0765365855,Meg: Hell's Aquarium,Steve Alten,4.3 out of 5 stars,Paperback,Tor Books; 1st edition,512 pages,"April 27, 2010",0765365855,978-0765365859
1783299738,Warlock Holmes: The Hell-Hound of the Baskervilles: Warlock Holmes 2,G.S. Denning,4.9 out of 5 stars,Kindle,Titan Books,320 pages,"May 16, 2017",1783299738,978-1783299737
0007344244,"Shatter the Bones (Logan McRae, Book 7)",Stuart MacBride,4.4 out of 5 stars,Paperback,HarperCollins; Reprint edition,464 pages,"January 5, 2012",0007344244,978-0007344246
1617733695,Caught Dead Handed (A Witch City Mystery),Carol J. Perry,4.3 out of 5 stars,Hardcover,Kensington; Second Kensington Mass Market Edition edition,416 pages,"September 2, 2014",1617733695,978-1617733697
0553593250,From the Corner of His Eye: A Novel,Dean Koontz,4.5 out of 5 stars,Paperback,Bantam,752 pages,"May 29, 2012",0553593250,978-0553593259
0345456343,"The Vampire Chronicles Collection, Volume 1",Anne Rice,4.6 out of 5 stars,Hardcover,Ballantine Books; Reprint edition,1280 pages,"October 1, 2002",0345456343,978-0345456342
0765382911,Company Town,Madeline Ashby,4.1 out of 5 stars,Hardcover,Tor Books; Reprint edition,288 pages,"July 18, 2017",0765382911,978-0765382917
0425218643,Twilight Eyes,Dean Koontz,4.3 out of 5 stars,Paperback,Berkley; Reprint edition,480 pages,"December 4, 2007",0425218643,978-0425218648
1576738612,Lord Foulgrin's Letters,Randy Alcorn,4.6 out of 5 stars,Hardcover,Multnomah; Revised edition,208 pages,"September 13, 2001",1576738612,978-1576738610
051514777X,The Perfect Poison (Arcane Society),Amanda Quick,4.5 out of 5 stars,Hardcover,Berkley; Reprint edition,464 pages,"March 30, 2010",051514777X,978-0515147773
0756406269,An Artificial Night (October Daye),Seanan McGuire,4.5 out of 5 stars,Hardcover,DAW; 1st Printing edition,384 pages,"September 7, 2010",9780756406264,978-0756406264
0425282406,After Atlas (A Planetfall Novel),Emma Newman,4.4 out of 5 stars,Paperback,Ace,384 pages,"November 8, 2016",0425282406,978-0425282403
1101911336,Beatlebone,Kevin Barry,3.5 out of 5 stars,Paperback,Anchor; Reprint edition,320 pages,"October 4, 2016",1101911336,978-1101911334
0380720876,Rise of a Merchant Prince: Book Two of the Serpentwar Saga,Raymond E Feist,4.0 out of 5 stars,Paperback,Harper Voyager,464 pages,"December 28, 2010",0380720876,978-0380720873
0141180641,Hunger (Penguin Twentieth-Century Classics),Knut Hamsun,4.3 out of 5 stars,Kindle,Penguin Classics; Open market ed edition,240 pages,"February 1, 1998",0141180641,978-0141180649
0756405017,Blood Price (Blood Books),Tanya Huff,4.0 out of 5 stars,Kindle,DAW,272 pages,"September 25, 2007",0756405017,978-0756405014
1622869982,Carl Weber's Kingpins: Miami,Nikki Turner,4.1 out of 5 stars,Kindle,Urban Books; Reissue edition,304 pages,"June 28, 2016",1622869982,978-1622869985
1620077493,Chest of Bone (Afterworld Chronicles),Vicki Stiefel,4.3 out of 5 stars,Hardcover,Curiosity Quills Press,,"February 14, 2017",1620077493,978-1620077498
0441020577,Assassin's Creed: Brotherhood,Oliver Bowden,4.4 out of 5 stars,Kindle,Ace,528 pages,"November 30, 2010",0441020577,978-0441020577
1416577793,Gone South,Robert McCammon,4.4 out of 5 stars,Paperback,Gallery Books; Reprint edition,416 pages,"October 14, 2008",1416577793,978-1416577799
0062078143,One Lucky Vampire: An Argeneau Novel (Argeneau Vampire),Lynsay Sands,4.5 out of 5 stars,Kindle,Avon,384 pages,"September 24, 2013",0062078143,978-0062078148
0316219010,Symbiont (Parasitology),Mira Grant,3.8 out of 5 stars,Paperback,Orbit; Reprint edition,544 pages,"October 13, 2015",0316219010,978-0316219013
0441359175,I Will Fear No Evil,Robert A. Heinlein,3.7 out of 5 stars,Paperback,Ace,512 pages,"April 15, 1987",0441359175,978-0441359172
0060773758,"A Quick Bite (Argeneau Vampires, Book 1)",Lynsay Sands,4.1 out of 5 stars,Hardcover,"Avon; Argeneau Vampires, Book 1 edition",384 pages,"October 25, 2005",0060773758,978-0060773755
156478181X,At Swim-Two-Birds (Irish Literature),Flann O'Brien,3.8 out of 5 stars,Hardcover,Dalkey Archive Press; 1st Dalkey Archive ed edition,239 pages,"September 1, 2005",156478181X,978-1564781819
0671886665,A Cry In The Night,Mary Higgins Clark,4.3 out of 5 stars,Kindle,Pocket Books; Reprint edition,352 pages,"December 1, 1993",0671886665,978-0671886660
1250065259,Kill Switch: A Joe Ledger Novel,Jonathan Maberry,4.6 out of 5 stars,Hardcover,St. Martin's Griffin,544 pages,"April 26, 2016",1250065259,978-1250065254
0425282988,Cold Silence (A Joe Rush Novel),James Abel,4.2 out of 5 stars,Paperback,Berkley; Premium edition,400 pages,"May 30, 2017",0425282988,978-0425282984
1633884392,Blood Orbit: A Gattis File Novel,K. R. Richardson,,Kindle,Pyr,496 pages,"May 8, 2018",1633884392,978-1633884397
0449002411,The Presence: A Novel,John Saul,4.3 out of 5 stars,Kindle,Ballantine Books,432 pages,"April 29, 1998",0449002411,978-0449002414
0062855131,Vampires Like It Hot: An Argeneau Novel,Lynsay Sands,,Hardcover,Avon,384 pages,"September 18, 2018",0062855131,978-0062855138
0451462637,Heir to Sevenwaters,Juliet Marillier,4.5 out of 5 stars,Hardcover,Ace; Reprint edition,416 pages,"November 3, 2009",0451462637,978-0451462633
1481448692,The Cormorant (Miriam Black),Chuck Wendig,4.5 out of 5 stars,Hardcover,Saga Press; Reprint edition,352 pages,"February 23, 2016",1481448692,978-1481448697
0345533305,Fear Nothing: A Novel (Christopher Snow),Dean Koontz,4.2 out of 5 stars,Paperback,Bantam,448 pages,"July 31, 2012",0345533305,978-0345533302
1944995048,The Case of the Green-Dressed Ghost (Dr Ribero's Agency of the Supernatural),Lucy Banks,4.4 out of 5 stars,Kindle,Amberjack Publishing,284 pages,"March 7, 2017",1944995048,978-1944995041
0997939567,The Shadow Girl,Misty Mount,4.9 out of 5 stars,Paperback,Between the Lines Publishing,298 pages,"December 29, 2017",0997939567,978-0997939569
1781161798,Resident Evil: City of the Dead,S.D. Perry,4.7 out of 5 stars,Hardcover,Titan Books,336 pages,"September 18, 2012",1781161798,978-1781161791
1617733733,Look Both Ways (A Witch City Mystery),Carol J. Perry,4.5 out of 5 stars,Hardcover,Kensington,352 pages,"October 27, 2015",1617733733,978-1617733734
0441002846,The Engines of God,Jack McDevitt,4.0 out of 5 stars,Hardcover,Ace,432 pages,"December 1, 1995",0441002846,978-0441002849
1476776539,A Vision of Fire: Book 1 of The EarthEnd Saga,Gillian Anderson,4.0 out of 5 stars,Hardcover,Simon & Schuster/ Simon451; Reprint edition,304 pages,"November 24, 2015",1476776539,978-1476776538
0425188930,The Damnation Game,Clive Barker,4.1 out of 5 stars,Kindle,Berkley,448 pages,"November 5, 2002",0425188930,978-0425188934
031242034X,Concrete Island: A Novel,J. G. Ballard,3.8 out of 5 stars,Paperback,Picador; 1st edition,176 pages,"October 5, 2001",031242034X,978-0312420345
162286929X,Road Dawgz: Triple Crown Collection (The Triple Crown Collection),K'wan,4.1 out of 5 stars,Hardcover,Urban Books,304 pages,"October 27, 2015",162286929X,978-1622869299
0786032618,Flintlock,William W. Johnstone,3.9 out of 5 stars,Paperback,Pinnacle; 8/25/13 edition,384 pages,"October 1, 2013",0786032618,978-0786032617
0345533437,Seize the Night: A Novel (Christopher Snow),Dean Koontz,4.3 out of 5 stars,Paperback,Bantam; Bantam Mass Market Edition edition,464 pages,"July 31, 2012",0345533437,978-0345533432
1939661358,The Haunted Heist (Southern Ghost Hunter) (Volume 3),Angie Fox,4.8 out of 5 stars,Hardcover,Angie Fox,264 pages,"March 17, 2016",1939661358,978-1939661357
0380817160,A Winter Haunting,Dan Simmons,4.0 out of 5 stars,Hardcover,HarperTorch,384 pages,"December 31, 2002",0380817160,978-0380817160
1783299711,Warlock Holmes - A Study in Brimstone,G.S. Denning,4.5 out of 5 stars,Kindle,Titan Books,336 pages,"May 17, 2016",1783299711,978-1783299713
0957635109,Inspector Hobbes and the Blood: unhuman I - A fast paced comedy crime fantasy (Volume 1),Wilkie Martin,4.0 out of 5 stars,Paperback,The Witcherley Book Company,312 pages,"July 24, 2013",0957635109,978-0957635104
1534301941,Southern Bastards Volume 4,Jason Aaron,,Paperback,Image Comics,160 pages,"June 12, 2018",1534301941,978-1534301948
0425276139,The Golem of Hollywood,Jesse Kellerman,2.7 out of 5 stars,Kindle,Berkley,688 pages,"July 28, 2015",0425276139,978-0425276136
1780363222,War God: Night of Sorrows,Graham Hancock,4.9 out of 5 stars,Paperback,Peach Publishing,512 pages,"April 21, 2017",1780363222,978-1780363226
0451215583,"Better Read Than Dead (Psychic Eye Mysteries, Book 2)",Victoria Laurie,4.4 out of 5 stars,Kindle,Berkley; 6th Printing edition,304 pages,"June 7, 2005",0451215583,978-0451215581
0786032871,Below,Ryan Lockwood,4.2 out of 5 stars,Kindle,Pinnacle; 5/26/13 edition,416 pages,"June 25, 2013",0786032871,978-0786032877
0440244420,Company of Liars: A Novel,Karen Maitland,4.1 out of 5 stars,Kindle,Delta; Reprint edition,480 pages,"August 25, 2009",0440244420,978-0440244424
0857667343,Moonshine,Jasmine Gower,3.9 out of 5 stars,Paperback,Angry Robot,320 pages,"February 6, 2018",0857667343,978-0857667342
1595545786,Sinner: A Paradise Novel (The Books of History Chronicles) (The Books of History Chronicles: The Paradise Books),Dekker Ted,4.0 out of 5 stars,Hardcover,Thomas Nelson; Reprint edition,384 pages,"June 30, 2009",1595545786,978-1595545787
0345505522,The Jefferson Key (with bonus short story The Devil's Gold): A Novel (Cotton Malone),Steve Berry,4.1 out of 5 stars,Hardcover,Ballantine Books,592 pages,"December 27, 2011",0345505522,978-0345505521
1906548935,Letter from an Unknown Woman and Other Stories,Stefan Zweig,4.4 out of 5 stars,Paperback,Pushkin Press,200 pages,"August 13, 2013",1906548935,978-1906548933
1979021341,Panic in Paxton Park (A Paxton Park Mystery) (Volume 2),J A Whiting,4.7 out of 5 stars,Paperback,CreateSpace Independent Publishing Platform; 1 edition,260 pages,"October 25, 2017",1979021341,978-1979021340
162286946X,Hood Misfits Volume 2: Carl Weber Presents,Brick,4.8 out of 5 stars,Kindle,Urban Books,304 pages,"July 28, 2015",162286946X,978-1622869466
0425189643,Floating Dragon,Peter Straub,4.3 out of 5 stars,Kindle,Berkley; Reissue edition,624 pages,"August 5, 2003",0425189643,978-0425062852
0778317684,The Awakening: A Paranormal Romance Novel (The Graveyard Queen),Amanda Stevens,4.8 out of 5 stars,Hardcover,MIRA,416 pages,"March 28, 2017",0778317684,978-0778317685
0441011632,"Nightingale's Lament (Nightside, Book 3)",Simon R. Green,4.5 out of 5 stars,Paperback,Ace; 2nd Printing edition,256 pages,"April 27, 2004",0441011632,978-0441011636
0451473914,A Panicked Premonition (Psychic Eye Mystery),Victoria Laurie,4.5 out of 5 stars,Hardcover,Berkley; Reprint edition,368 pages,"June 5, 2018",0451473914,978-0451473912
1250043646,Odds Against Tomorrow: A Novel,Nathaniel Rich,3.6 out of 5 stars,Hardcover,Picador; Reprint edition,320 pages,"April 1, 2014",1250043646,978-1250043641
1496705408,Dead Man's Song (A Pine Deep Novel),Jonathan Maberry,4.1 out of 5 stars,Kindle,Kensington; Reprint edition,512 pages,"August 30, 2016",1496705408,978-1496705402
0451464613,Lord Valentine's Castle: Book One of the Majipoor Cycle,Robert K. Silverberg,4.1 out of 5 stars,Kindle,Ace; Reprint edition,480 pages,"May 1, 2012",0451464613,978-0451464613
0804173486,The Ghost and Mrs. Muir: Vintage Movie Classics,R. A. Dick,4.6 out of 5 stars,Paperback,Vintage; Media Tie In edition,192 pages,"September 23, 2014",0804173486,978-0804173483
0307405958,The Third Angel: A Novel,Alice Hoffman,3.9 out of 5 stars,Kindle,Broadway Books; Reprint edition,289 pages,"March 3, 2009",0307405958,978-0307405951
1451683030,The Map of Time: A Novel (The Map of Time Trilogy),Félix J. Palma,3.4 out of 5 stars,Hardcover,Pocket Books; Reprint edition,720 pages,"June 26, 2012",1451683030,978-1451683035
0061056014,Cat Under Fire: A Joe Grey Mystery (Joe Grey Mystery Series),Shirley Rousseau Murphy,4.7 out of 5 stars,Paperback,Avon; Reprint edition,256 pages,"December 9, 1998",0061056014,978-0061056017
1542047080,A Flicker of Steel (The Avalon Chronicles),Steve McHugh,,Hardcover,47North,,"July 3, 2018",1542047080,978-1542047081
0451465814,Give Up the Ghost (Haunted Home Renovation),Juliet Blackwell,4.8 out of 5 stars,Hardcover,Berkley,336 pages,"December 1, 2015",0451465814,978-0451465818
0345423135,The Magic Circle,Katherine Neville,3.4 out of 5 stars,Hardcover,Ballantine Books,560 pages,"January 30, 1999",0345423135,978-0345423139
1617732494,"If You've Got It, Haunt It (A Haunted Vintage Mystery)",Rose Pressey,4.1 out of 5 stars,Hardcover,Kensington,304 pages,"December 2, 2014",1617732494,978-1617732492
1496705394,Ghost Road Blues (A Pine Deep Novel),Jonathan Maberry,4.2 out of 5 stars,Kindle,Kensington; Reissue edition,480 pages,"May 31, 2016",1496705394,978-1496705396
0425271404,White Colander Crime (A Vintage Kitchen Mystery),Victoria Hamilton,4.2 out of 5 stars,Hardcover,Berkley,304 pages,"November 3, 2015",0425271404,978-0425271407
0786036532,Powerless,Tim Washburn,4.2 out of 5 stars,Paperback,Pinnacle,464 pages,"October 27, 2015",0786036532,978-0786036530
0778313182,Phantom Evil (Krewe of Hunters),Heather Graham,4.3 out of 5 stars,Hardcover,MIRA; Reprint edition,368 pages,"March 27, 2012",0778313182,978-0778313182
1681370204,The Invisibility Cloak (New York Review Books Classics),Ge Fei,4.1 out of 5 stars,Paperback,NYRB Classics,144 pages,"October 11, 2016",1681370204,978-1681370200
0451235304,Dead Bolt: A Haunted Home Renovation Mystery (Haunted Home Repair Mystery),Juliet Blackwell,4.4 out of 5 stars,Kindle,Berkley,336 pages,"December 6, 2011",0451235304,978-0451235305
0451240707,Home for the Haunting: A Haunted Home Renovation Mystery,Juliet Blackwell,4.6 out of 5 stars,Kindle,Berkley; 1 edition,336 pages,"December 3, 2013",0451240707,978-0451240705
1483981274,Every Witch Way But Wicked: A Wicked Witches of the Midwest Mystery (Volume 2),Amanda M. Lee,4.6 out of 5 stars,Paperback,CreateSpace Independent Publishing Platform,206 pages,"March 28, 2013",1483981274,978-1483981277
0553593633,The Pyramid of Doom: A Novel,Andy McDermott,4.1 out of 5 stars,Hardcover,Bantam; Reissue edition,496 pages,"September 28, 2010",0553593633,978-0553593631
0345806034,The Word Exchange,Alena Graedon,3.8 out of 5 stars,Hardcover,Anchor; Reprint edition,384 pages,"February 3, 2015",0345806034,978-0345806031
0061252050,Crooked Little Vein,Warren Ellis,4.0 out of 5 stars,Kindle,William Morrow Paperbacks; Reprint edition,304 pages,"July 22, 2008",0061252050,978-0061252051
0345323750,The Life and Loves of a She Devil,Fay Weldon,3.9 out of 5 stars,Hardcover,Ballantine Books; Reprint edition,288 pages,"August 12, 1985",0345323750,978-0345323750
0451476581,By Familiar Means (A Witch's Cat Mystery),Delia James,4.6 out of 5 stars,Hardcover,Berkley,336 pages,"September 27, 2016",0451476581,978-0451476586
1503952088,The Last Girl (The Dominion Trilogy),Joe Hart,4.1 out of 5 stars,Paperback,Thomas & Mercer,384 pages,"March 1, 2016",1503952088,978-1503952089
1503901130,Echo Moon (A Ghost Gifts Novel),Laura Spinella,,Paperback,Montlake Romance,428 pages,"May 22, 2018",1503901130,978-1503901131
1501108743,The Drafter (The Peri Reed Chronicles),Kim Harrison,4.0 out of 5 stars,Hardcover,Pocket Books,560 pages,"April 19, 2016",1501108743,978-1501108747
0451450728,"Bitter Gold Hearts (Garrett, P.I., Book 2)",Glen Cook,4.7 out of 5 stars,Hardcover,Ace,288 pages,"April 1, 2007",0451450728,978-0451450722
0957635125,Inspector Hobbes and the Curse: unhuman II - a Fast Paced Comedy Crime Fantasy Romance (Volume 2),Wilkie Martin,4.4 out of 5 stars,Kindle,The Witcherley Book Company,354 pages,"October 28, 2013",0957635125,978-0957635128
1455503053,Pure,Julianna Baggott,4.1 out of 5 stars,Hardcover,Grand Central Publishing; Reprint edition,431 pages,"September 4, 2012",1455503053,978-1455503056
0061240427,Bad Monkeys: A Novel (P.S.),Matt Ruff,3.8 out of 5 stars,Paperback,Harper Perennial; Reprint edition,256 pages,"August 12, 2008",0061240427,978-0061240423
1622864816,Carl Weber's Kingpins: ATL,Brick,3.9 out of 5 stars,Kindle,Urban Books,304 pages,"March 28, 2017",1622864816,978-1622864812
0983741778,Push Back: A Post Apocalyptic Thriller (The Disruption Series) (Volume 2),R E McDermott,4.8 out of 5 stars,Paperback,R.E. McDermott; 1 edition,390 pages,"July 26, 2016",0983741778,978-0983741770
076538289X,The Skill of Our Hands: A Novel (The Incrementalists),Steven Brust,4.1 out of 5 stars,Hardcover,Tor Books; Reprint edition,352 pages,"January 2, 2018",076538289X,978-0765382894
0380803232,"Krondor the Assassins (The Riftwar Legacy, Book 2)",Raymond E Feist,4.2 out of 5 stars,Paperback,HarperTorch,416 pages,"November 7, 2000",0380803232,978-0380803231
1979702799,Grave Creatures (Las Vegas Paranormal Police Department) (Volume 2),John P. Logsdon,4.7 out of 5 stars,Hardcover,CreateSpace Independent Publishing Platform,244 pages,"November 15, 2017",1979702799,978-1979702799
0451464168,The Drowning Girl,Caitlin R. Kiernan,4.0 out of 5 stars,Kindle,Ace; 1 edition,352 pages,"March 6, 2012",9780451464163,978-0451464163
0440204232,American Short Story Masterpieces: A Rich Selection of Recent Fiction from America's Best Modern Writers,Tom Jenks,4.2 out of 5 stars,Hardcover,Dell; Reissue edition,528 pages,"April 2, 1989",0440204232,978-0440204237
1612185592,Dead Spots (Scarlett Bernard),Melissa F. Olson,4.3 out of 5 stars,Hardcover,47North,293 pages,"October 30, 2012",1612185592,978-1612185590
0553588206,Personal Demon,Kelley Armstrong,4.2 out of 5 stars,Paperback,Bantam,544 pages,"September 30, 2008",0553588206,978-0553588200
0778319709,Cast in Flight (Chronicles of Elantra),Michelle Sagara,4.6 out of 5 stars,Paperback,MIRA,544 pages,"October 25, 2016",0778319709,978-0778319702
0143114794,Aunt Dimity: Vampire Hunter (Aunt Dimity Mystery),Nancy Atherton,4.5 out of 5 stars,Hardcover,Penguin Books; Reprint edition,304 pages,"January 27, 2009",0143114794,978-0143114796
0375714413,Whalestoe Letters,Mark Z. Danielewski,3.9 out of 5 stars,Paperback,Pantheon; 1st edition,86 pages,"October 10, 2000",0375714413,978-0375714412
1590203119,The Universal Baseball Association,Robert Coover,4.1 out of 5 stars,Hardcover,The Overlook Press; Reprint edition,256 pages,"November 1, 2011",1590203119,978-1590203118
1477822984,Glass Predator (Harmony Black Series),Craig Schaefer,4.5 out of 5 stars,Hardcover,47North,332 pages,"March 28, 2017",1477822984,978-1477822982
0515153346,A Deadly Web (A Bishop Files Novel),Kay Hooper,3.8 out of 5 stars,Kindle,Berkley,304 pages,"April 7, 2015",0515153346,978-0515153347
1945054212,Decapitation: Kubikiri Cycle (Zaregoto Series),NISIOISIN,5.0 out of 5 stars,Kindle,Vertical,322 pages,"January 24, 2017",1945054212,978-1945054211
