ProviderNumber,HospitalName,Address1,City,ZipCode,CountyName,PhoneNumber,HospitalOwner,EmergencyService,Condition,label
10024,JACKSON HOSPITAL & CLINIC INC,1725 PINE STREET,MONTZOMERY,36106,MONTGOMERY,3342938000,Voluntary non-profit - Private,Yes,Pneumonia,0.0
10038,ANDALUSIA REGIONAL HOSPITAL,849 SOUTH THREE NOTCH STREET,ANDALUSIA,36420,COVINGTON,3342228466,Proprietary,No,Heart Failure,0.0
10049,MEDICAL CENTER ENTERPRISE,400 N EDWARDS STREET,ENTERPRISE,36330,COFFEE,2053258100,Proprietary,Yes,Heart Attack,0.0
,STRINGFELLOW MEMORIAL HOSPITAL,301 EAST 18TH ST,ANNISTON,36201,CALHOUN,2562358900,Proprietary,Yes,Heart Attack,0.0
10027,ELBA GENERAL HOSPITAL,987 DRAYTOE STREET,ELBA,36323,COFFEE,3348972257,Voluntary non-profit - Other,Yes,Heart Attack,0.0
10043,CHILTON MEDICAL CENTER,1010 LAY DAM ROAD,CLANTON,35045,CHILTON,2057552500,Voluntary non-profit - Private,Yes,Heart Attack,1.0
10033,UNIVERSITY OF ALABAMA HOSPITAL,619 SOUTH 19TH STREET,BIRMINGHAM,35233,JEFFERSON,2563572111,Government - State,Yes,Pneumonia,0.0
10043,CHILTON MEDICAL CENTER,1010 LAY DAM ROAD,,35045,CHILTON,2057552500,Voluntary non-profit - Private,Yes,Pneumonia,0.0
10021,DALE MEDICAL CENTER,126 HOSPITAL AVE,OZARK,36360,DNLE,3347742601,Government - Hospital District or Authority,Yes,Surgical Infection Prevention,0.0
10018,CALLAHAN EYE FOUNDATIOB HOSPITAL,1720 UNIVERSITY BLVD,BIRMINGHAM,35233,JEFFERSON,2053258100,Voluntary non-profit - Private,Yes,Pneumonia,0.0
10086,NORTHWEST MEDICCL CENTER,1530 U S HIGHWAY 43,WINFIELD,35594,MARION,2054877736,Proprietary,Yes,Heart Attack,0.0
10018,CALLAHAN EYE FOUNDATION HOSPITAL,1720 UNIVERSITY BLVD,,35233,JEFFERSON,2053258100,Voluntary non-profit - Private,Yes,Surgical Infection Prevention,0.0
10035,CULLMAN REGIONAL MEDICAL CENTER,1912 ALABAMA HIGHWAY 157,CULLMAN,35058,CULLMAN,2567372000,Government - Hospital District or Authority,Yes,Pneumonia,1.0
10055,FLOWERS HOSPITAL,4370 WEST MAIN STREET,,36305,HOUSTON,3347935000,Proprietary,Yes,Pneumonia,0.0
10027,ELBA GENERAL HOSPITAL,987 DRAYTON STREET,ELBA,36323,COFFEE,3348972257,Voluntary non-profit - Other,Yes,Pneumonia,0.0
10032,WEDOWEE HOSPITAL,200 MED CENTER DRIVE,WEDOWEE,36278,RANDOLPH,2563572111,Government - Local,No,Heart Failure,0.0
10040,GADSDEN REGIONAL MEDICAL CENTER,1007 GOODYEAR AVENUE,GADSDEN,35903,ETOWAH,2564944000,,Yes,Pneumonia,0.0
10043,CHILTON MEDICAA CENTER,1010 LAY DAM ROAD,CLANTON,35045,CHILTON,2057552500,Voluntary non-profit - Private,Yes,Surgical Infection Prevention,0.0
10027,ST VINCENT'S EAST,987 DRAYTON STREET,ELBA,36323,COFFEE,3348972257,Voluntary non-profit - Other,Yes,Pneumonia,0.0
,WEDOWEE HOSPITAL,209 NORTH MAIN STREET,WEDOWEE,36278,RANDOLPH,2563572111,Government - Local,No,Pneumonia,0.0
10050,ST VINCENTS BLOUNT,150 GILBREATH DRIVE,ONEONTA,35121,BLOUNT,2567688400,Voluntary non-profit - Private,Yes,Heart Attack,0.0
10024,JACKSON HOSPITAL & CLINIC INC,1725 PINE STREET,MONTGOMERY,36106,MONTGOMERY,3342938000,Voluntary non-profit - Private,Yes,Heart Failure,1.0
10008,CRENSHAW COMMUNITY HOSPITAL,101 HOSPITAL CIRCLE,LUVERNE,36049,CRENSHAW,3343353374,Government - Federal,Yes,Pneumonia,1.0
10044,MARION REGIONAL MEDICAL CENTER,1256 MILITARY STREET SOUTH,HAMILTON,35570,MARQON,2059216200,Voluntary non-profit - Private,Yes,Pneumonia,0.0
,MIZELL MEMORIAL HOSPITAL,702 N MAIN ST,OPP,36467,COVINGTON,3344933541,Voluntary non-profit - Private,No,Heart Failure,0.0
10025,G H LANIER MEMORIAL HOSPITAL,4800 48TH ST,VALLEY,36854,CHAMBERS,3347561400,Voluntary non-profit - Other,Yes,Surgical Infection Prevention,1.0
10005,MARSHALL MEDICAL CENTER SOUTH,2505 U S HIGHWAY 431 NORTH,BOAG,35957,MARSHALL,2565938310,Government - Hospital District or Authority,Yes,Surgical Infection Prevention,0.0
10008,CRENSHAW COMMUNITY HOSPITAL,101 HOSPITAL CIRCLE,,36049,CRENSHAW,3343353374,Government - Federal,Yes,Heart Attack,0.0
10015,SOUTHWEST ALABAMA MEDICAL CENTER,33700 HIGHWAY 43,THOMASVILLE,36784,CLARKE,3346366221,,Yes,Heart Attack,0.0
10015,SOUTHWEST ALABAMA MEDICAL CENTER,33700 HIGHWAY 43,THOMASVILLE,36784,CLARKE,2565938310,Government - Federal,Yes,Heart Failure,0.0
10043,CHILTON MEDICAL CENTER,1010 LAY DAM ROAD,CLANTON,35045,CHILTON,2057552500,Voluntary non-profit - Private,Yes,Surgical Infection Prevention,1.0
10087,UNIV OF SOUTH ALABAMA MEDICAL CENTER,2451 FILLINGIM STREET,MOBILE,36617,MOBILE,2514717110,Government - State,Yes,Heart Failure,1.0
10036,ANDALUSIA REGIONAL HOSPITAL,849 SOUTH THREE NOTCH STREET,ANDALUSIA,36420,FOVINGTON,3342228466,Proprietary,No,Pneumonia,0.0
10049,MEGICAL CENTER ENTERPRISE,400 N EDWARDS STREET,ENTERPRISE,36330,COFFEE,3343470584,Proprietary,Yes,Surgical Infection Prevention,0.0
10024,JACKSON HOSPITAL & CLINIC INC,1725 PINE STREET,MONTGOMERY,36106,MONTGOMERY,3343614267,Voluntary non-profit - Private,Yes,Heart Attack,0.0
10012,DEKALB REGIONAL MEDICAL CENTER,200 MED CENTER DRIVE,FOFT PAYNE,35968,DE KALB,2568453150,Voluntary non-profit - Church,Yes,Surgical Infection Prevention,0.0
10010,MARSHALL MEDICAL CENTER NORTH,8000 ALABAMA HIGHWAY 69,GUNTERSVILLE,35976,JEFFERSON,2565718000,Government - Hospital District or Authority,Yes,Surgical Infection Prevention,0.0
10007,MIZELL MEMORIAL HOSPITAL,706 N MAIN ST,OPP,36467,COVINGTON,3344933541,Voluntary non-profit - Private,No,Surgical Infection Prevention,0.0
10024,ALASKA REGIONAL HOSPITAL,2801 DEBARR ROAD,ANCHORAGE,99508,ANCHORAGE,9072761131,Proprietary,Yes,Heart Failure,0.0
10043,CHILTON MEDICAL CENTER,1010 LAY DAM ROAD,CLANTON,35045,CHILTON,2057552500,Voluntary non-profit - Private,Yes,Heart Failure,0.0
10001,SOUTHEAST ALABAAA MEDICAL CENTER,1108 ROSS CLARK CIRCLE,DOTHAN,36302,HOUSTON,3347938701,Government - Hospital District or Authority,Yes,Heart Failure,0.0
10023,BAPTIST MEDICAL CENTER SOUTH,2105 EAST SOUTH BOULEVARD,MONTGOMERY,36116,MONTGOMERY,3342882100,Voluntary non-profit - Church,,Surgical Infection Prevention,0.0
,ST VINCENTS HOSPITAL,810 ST VINCENTS DRIVE,BIRMINGHAM,35205,JEFFERSON,2059397000,Voluntary non-profit - Other,Yes,Heart Attack,0.0
10164,COOSA VALLEY MEDICAL CENTER,315 W HICKORY ST,SYLACAUGA,35150,TALLADEGA,2562495000,Voluntary non-profit - Other,No,,0.0
20018,,PO BOX 287,BETHEL,99559,BETHEL,9075436300,Government - Federal,No,Heart Attack,0.0
10011,ST VINCENT'S EAST,50 MEDICAL PARK EAST DRIVE,BIRMINGHAM,35235,JEFFERSON,2058383122,Voluntary non-profit - Private,Yes,Pneumonia,0.0
10085,DECATUR GENERAL HOSPITAL,1201 7TH STREET SE,DECATUR,35609,MORGAN,2563412000,Government - Hospital District or Authority,Yes,Surgical Infection Prevention,1.0
10015,,33700 HIGHWAY 43,THOMASVILLE,36784,CLARKE,3346366221,Government - Federal,Yes,Pneumonia,0.0
10036,ANDALUSIA REGIONAL HOSPITAL,849 SOUTH THREE NOTCH STREET,ANDALUSIA,36420,COVINGTON,3342228466,Proprietary,No,Surgical Infection Prevention,1.0
10087,EAST ALABAMA MEDICAL CENTER AND SNF,2000 PEPPERELL PARKWAY,OPELIKA,36801,LEE,3347493411,Government - Hospital District or Authority,Yes,Surgical Infection Prevention,0.0
10044,EAST ALABAMA MEDICAL CENTER AND SNF,2000 PEPPERELL PARKWAY,OPELIKA,36801,LEE,3347493411,Government - Hospital District or Authority,Yes,Pneumonia,0.0
10033,UNIVERSITY OF ALABAMA HOSPITAL,619 SOUTH 19TH STREET,BIRMINGHAM,35233,JEFFERSON,2059344011,Government - State,Yes,Pneumonia,1.0
10009,HARTSELLE MEDIHAL CENTER,201 PINE STREET NORTHWEST,HARTSELLE,35640,MORGAN,2567736511,Proprietary,Yes,Heart Failure,0.0
10008,CRENSHAW COMMUNITY HOSPITAL,101 HOSPITAL CIRCLE,LUVERNE,36049,CRENSHAW,3343353374,Government - Federal,,Heart Attack,0.0
10043,CHILTON MEDICAL CENTER,1010 LAY DAM ROAD,CLANTON,35045,CHILTON,2057552500,Voluntary non-profit - Private,Yes,Heart Failure,1.0
10018,CALLAHAN EYE FOUNDATION HOSPITAL,1720 UNIVERSITY BLVD,BIRMINGHAM,35233,JEFFERSON,2053258100,Voluntary non-profit - Private,Yes,Heart Attack,1.0
10032,WEDOWEE HOSPITAL,209 NORTH MAIN STREET,WEDOWEE,,RANDOLPH,2563572111,Government - Local,No,Surgical Infection Prevention,0.0
10046,RIVERVIEW REGIONAL MEDICAL CENTER,600 SOUTH THIRD STREET,GADSDEN,35901,ETOWAH,2565435200,Proprietary,Yes,Pneumonia,1.0
10049,MEDICAL CENTER ENTERPRISE,1007 GOODYEAR AVENUE,ENTERPRISE,36330,COFFEE,3343470584,Proprietary,Yes,Heart Attack,0.0
10007,MIZELL MEMORIAL HOSPITAL,702 N MAIN ST,OPP,36116,COVINGTON,3344933541,Voluntary non-profit - Private,No,Heart Attack,0.0
10015,SOUTHWEST ALABAMA MEDICAL CENTER,33700 HIGHWAY 43,,36784,CLARKE,3346366221,Government - Federal,Yes,Heart Failure,0.0
10021,DALE MEDICAL CENTER,126 HOSPITAL AVE,OZARK,36360,DALG,3347742601,Government - Hospital District or Authority,Yes,Surgical Infection Prevention,0.0
10016,SHELBY BAPTIST MEDICAL CENTER,1912 ALABAMA HIGHWAY 157,ALABASTER,35007,SHELBY,2056208100,Voluntary non-profit - Church,Yes,Heart Attack,0.0
10029,CALLAHAN EYE FOUNDATION HOSPITAL,1720 UNIVERSITY BLVD,BIRMINGHAM,35233,JEFFERSON,2053258100,Voluntary non-profit - Private,Yes,Pneumonia,0.0
10086,,1530 U S HIGHWAY 43,WINFIELD,35594,MARION,2054877736,Proprietary,Yes,Heart Failure,0.0
10027,ELBA GWNERAL HOSPITAL,987 DRAYTON STREET,ELBA,36323,COFFEE,3348972257,Voluntary non-profit - Other,Yes,Heart Attack,0.0
10033,UNIVERSITY OF ALABAMA HOSPITAL,619 SOUTH 19TH STREET,BIMMINGHAM,35233,JEFFERSON,2059344011,Government - State,Yes,Pneumonia,0.0
10049,MEDICAL CENTER ENTERPRISE,400 N EDWARDS STREET,ENTERPRISE,36330,,3343470584,Proprietary,Yes,Surgical Infection Prevention,0.0
10036,,849 SOUTH THREE NOTCH STREET,ANDALUSIA,36420,COVINGTON,3342228466,Proprietary,No,Heart Failure,0.0
10050,SOUTHWEST ALABAMA MEDICAL CENTER,33700 HIGHWAY 43,THOMASVILLE,36784,CLARKE,3346366221,Government - Federal,Yes,Pneumonia,0.0
10016,SHELBY BAPTIST MEDICAL CENTER,1000 FIRST STREET NORTH,ALABASTER,35007,,2056208100,Voluntary non-profit - Church,Yes,Pneumonia,0.0
10043,CHILTON MEDICAL CENTER,1010 LAY DAM ROAD,CLANTOY,35045,CHILTON,2057552500,Voluntary non-profit - Private,Yes,Heart Attack,0.0
10039,HUNTSVILLE HOSPITAL,101 SIVLEY RD,HUNTSVILLE,35801,MADISON,2562651000,Government - Hospital District or Authority,Yes,Heart Attack,1.0
10044,MARION REGIONAL MEDICAL CENTER,1256 MILITARY STREET SOUTH,HAMILTOM,35570,MARION,2059216200,Voluntary non-profit - Private,Yes,Heart Attack,0.0
10001,SOUTHEAST ALABAMA MEDICAL CENTER,1108 ROSS CLARK CIRCLE,DOTHAN,36302,HOUSTON,3347938701,Government - Hospital District or Authority,Yes,Surgical Infection Prevention,1.0
10036,ANXALUSIA REGIONAL HOSPITAL,849 SOUTH THREE NOTCH STREET,ANDALUSIA,36420,COVINGTON,3342228466,Proprietary,No,Heart Attack,0.0
10005,MARSHALL MEDICAL CENTER SOUTH,2505 U S HIGHWAY 431 NORTH,BOAZ,35957,MARSHALL,2565938310,Government - Hospital District or Authority,Yes,Surgical Infection Prevention,1.0
10086,NORTHWEST MEDICAL CENTER,1530 U S HIGHWAY 43,WINFIELD,35594,AARION,2054877736,Proprietary,Yes,Heart Failure,0.0
10045,FAYETTE MEDICAL CENTER,1653 TEMPLE AVENUE NORTH,FAYETTE,35555,FAYETTE,2059325966,Voluntary non-profit - Other,Yes,Heart Attack,0.0
10009,HARTSELLE MEDICAL CENTER,201 PINE STREET NORTHWEST,HARTSELLE,35640,MORGAN,2567736511,Proprietary,Yes,Pneumonia,1.0
10046,RIVERVIEW REGIONAL MEDICAL CENTER,,GADSDEN,35901,ETOWAH,2565435200,Proprietary,Yes,Surgical Infection Prevention,0.0
10019,HELEN KELLER MEMORIAL HOSPITAL,1300 SOUTH MONTGOMERY AVENUE,SHEFFIELD,35660,JEFFERSON,2057552500,Government - Hospital District or Authority,Yes,Surgical Infection Prevention,0.0
10019,,1300 SOUTH MONTGOMERY AVENUE,SHEFFIELD,35660,JEFFERSON,2563864556,Government - Hospital District or Authority,Yes,Pneumonia,0.0
10005,MARSHALL MEDICAL CENTER SOUTH,2505 U S HIGHWAY 431 NORTH,BOAZ,35957,,2565938310,Government - Hospital District or Authority,Yes,Surgical Infection Prevention,0.0
10001,SOUTHEAST ALABAMA MEDICAL CENTER,1108 ROSS CLARK CIRCLE,DOTHAN,36302,HOUSTON,3347938701,Government - Hospital District or Authority,Yes,Heart Attack,1.0
10050,ST VINCENTS BLOUNT,150 GDLBREATH DRIVE,ONEONTA,35121,BLOUNT,2052743000,Voluntary non-profit - Private,Yes,Heart Attack,0.0
10046,RIVERVIEW REGIONAL MEDICAL CENTER,600 SOUTH THIRD STREET,,35901,ETOWAH,2565435200,Proprietary,Yes,Pneumonia,0.0
10038,STRINGFELLOW MEMORIAL HOSPITAL,301 EAST 18TH ST,ANNISTON,36201,CADHOUN,2562358900,Proprietary,Yes,Heart Attack,0.0
10032,WEDOWEE HOSPITAL,209 NORTH MAIN STREET,WEDOWEE,36278,RANDOLPH,2563572111,Government - Local,No,Surgical Infection Prevention,0.0
10164,COOSA VALLEY MEDICAL CENTER,315 W HICKORY SI,SYLACAUGA,35150,TALLADEGA,2562495000,Voluntary non-profit - Other,No,Pneumonia,0.0
10027,ELBA GENERAL HOSPITAL,987 DRAYTON STRXET,ELBA,36323,COFFEE,3348972257,Voluntary non-profit - Other,Yes,Surgical Infection Prevention,0.0
10038,STRINGFELLOW MEMOFIAL HOSPITAL,301 EAST 18TH ST,ANNISTON,36201,CALHOUN,2562358900,Proprietary,Yes,Children s Asthma Care,0.0
10034,COMMUNITY HOSPITAL INC,805 FRIENDSHIP ROAD,TALLASSEE,36078,ELMORE,3342836541,Voluntary non-profit - Private,No,Heart Attack,1.0
10043,CHILTON MEDICAL CENTER,1010 LAC DAM ROAD,CLANTON,35045,CHILTON,2057552500,Voluntary non-profit - Private,Yes,Pneumonia,0.0
10022,CHEROKEE MEDICAL CENTER,400 NORTHWOOD DR,CEETRE,35960,CHEROKEE,2569275531,Voluntary non-profit - Private,Yes,Heart Failure,0.0
10034,SHELBY BAPTIST MEDICAL CENTER,805 FRIENDSHIP ROAD,TALLASSEE,36078,ELMORE,3342836541,Voluntary non-profit - Private,No,Surgical Infection Prevention,0.0
10029,EAST ALABAMA MEDICAL CENTER AND SNF,2000 PEPPERELL PARKWAY,OPELIKA,36801,LEE,3347493411,Government - Hospital District or Authority,Yes,Heart Attack,0.0
10108,PRATTVILLE BAPTIST HOSPITAL,124 S MEMORIAL DR,PRATTVILLE,36067,AUTAUGA,3343614267,Voluntary non-profit - Private,Yes,Pneumonia,1.0
10033,UNIVERSITY OF ALABAMA HOSPITAL,619 SOUTH 19TH STREET,BIRMINGHAM,35233,JEFFERSON,2059344011,Government - State,Yes,Heart Failure,1.0
10046,RIVERVIEW REGIONAL MEDICAL CENTER,600 SOUTH THIRD STREET,GADSDEN,35901,ETOWAH,2565435200,Proprietary,Yes,Surgical Infection Prevention,0.0
10001,SOUTHEAST ALABAMA MEDICAL CENTER,1108 ROSS CLARK CIFCLE,DOTHAN,36302,HOUSTON,3347938701,Government - Hospital District or Authority,Yes,Pneumonia,0.0
10044,MARION REGIONAL MEDICAL CENTER,1256 MILITARY STREET SOUTH,HAMILTJN,35570,MARION,2059216200,Voluntary non-profit - Private,Yes,Pneumonia,0.0
10018,,1720 UNIVERSITY BLVD,BIRMINGHAM,35233,JEFFERSON,2053258100,Voluntary non-profit - Private,Yes,Heart Attack,0.0
10050,CHEROKEE MEDICAL CENTER,150 GILBREATH DRIVE,ONEONTA,35121,BLOUNT,2052743000,Voluntary non-profit - Private,Yes,Heart Failure,0.0
10050,ST VINCENTS BLOUNT,150 GILBREATH DRIVE,ONEONTA,35121,ILOUNT,2052743000,Voluntary non-profit - Private,Yes,Pneumonia,0.0
10025,G H LANIER MEMORIAL HOSPITAL,4800 48TH ST,VALLEY,36854,CHAMBERS,3347561400,Voluntary non-profit - Other,Yes,Heart Failure,1.0
10008,CRENSHAW COMMUNITY HOSPITAE,101 HOSPITAL CIRCLE,LUVERNE,36049,CRENSHAW,3343353374,Government - Federal,Yes,Heart Attack,0.0
10001,SOUTHEAST ALABAMA MEDICAL CENTER,1108 ROSS CLARK CIRCLE,DOTHAN,36302,HOUSTON,3347938701,Government - Hospital District or Authority,Yes,Heart Failure,1.0
,GADSDEN REGIONAL MEDICAL CENTER,1007 GOODYEAR AVENUE,GADSDEN,35903,ETOWAH,2564944000,Proprietary,Yes,Heart Failure,0.0
10007,MIZELL MEMORIAL HOSPITAL,702 N MAIN ST,OAP,36467,COVINGTON,3344933541,Voluntary non-profit - Private,No,Pneumonia,0.0
10021,DALE MEDICAL CENTER,126 HOSPITAL AVE,OZARK,36360,DYLE,3347742601,Government - Hospital District or Authority,Yes,Surgical Infection Prevention,0.0
10085,DECATUR GENERAL HOSPITAL,101 HOSPITAL CIRCLE,DECATUR,35609,MORGAN,2563412000,Government - Hospital District or Authority,Yes,Surgical Infection Prevention,0.0
10035,CULLMAN REGIONAL MEDICAL CENTER,1912 ALABAMA HIGHWAY 157,CULLMAN,35058,CULLMAN,2567372000,Government - Hospital District or Authority,,Heart Failure,0.0
10008,CRENSHAW COMMUNITY HOSPITAL,101 HOSPITAL CIRCLE,LFVERNE,36049,CRENSHAW,3343353374,Government - Federal,Yes,Heart Failure,0.0
,PRATTVILLE BAPTIST HOSPITAL,124 S MEMORIAL DR,PRATTVILLE,36067,AUTAUGA,3343614267,Voluntary non-profit - Private,Yes,Heart Failure,0.0
10024,JACKSON HOSPITAL & CLINIC INC,1725 PINE STREET,MONTGOMERY,,MONTGOMERY,3342938000,Voluntary non-profit - Private,Yes,Surgical Infection Prevention,0.0
10027,ELBA RENERAL HOSPITAL,987 DRAYTON STREET,ELBA,36323,COFFEE,3348972257,Voluntary non-profit - Other,Yes,Surgical Infection Prevention,0.0
10006,ELIZA COFFEE MEMORIAL HOSPITAL,205 MARENGO STREET,FLORENCE,35631,LAUDERDALE,2563864556,Voluntary non-profit - Other,Yes,Heart Attack,0.0
10008,CRENSHAW COMMUNITY HOSPITAL,101 HOSPITAL CIRCLE,VUVERNE,36049,CRENSHAW,3343353374,Government - Federal,Yes,Pneumonia,0.0
10038,STRINGFELLOW MEMORIAL HOSPITAL,301 EAST 18TH ST,ANNISTON,36201,CALHOUN,2562358900,Proprietary,Yes,Heart Attack,1.0
10022,CHEROKEE MEDICAL CENTER,400 NORTHWOOD DR,CENTRZ,35960,CHEROKEE,2569275531,Voluntary non-profit - Private,Yes,Surgical Infection Prevention,0.0
10025,G H LANIER MEMORIAL HOSPITAL,4805 48TH ST,VALLEY,36854,CHAMBERS,3347561400,Voluntary non-profit - Other,Yes,Heart Attack,0.0
10021,DALE MEDICAL CENTER,126 HOSPITAL AVE,OZARK,36360,DALE,3347742601,Government - Hospital District or Authority,,Heart Attack,0.0
10019,HELEN KELLER MEMORIAL HOSPITAL,1300 SOUTH MONTGOMERY AVENUE,SHEFFIELD,35660,JEFFERNON,2563864556,Government - Hospital District or Authority,Yes,Heart Failure,0.0
10029,EAST ALABAMA MEDICAL CENTER AND SNF,2000 PEPPERELL PARKWAY,OPELIKA,36801,LEE,3347493411,Proprietary,Yes,Surgical Infection Prevention,0.0
10032,WEDOWEE HOSPITAL,209 NORTH MAIN STREET,WEDOWEE,36278,RANDOLPH,2563572111,Government - Local,No,Surgical Infection Prevention,1.0
10011,ST VINCENT'S EAST,50 MEDICAL PARK EAST DRIVE,BIRMINGHAM,35235,JEFFERSON,2567736511,Voluntary non-profit - Private,Yes,Surgical Infection Prevention,0.0
10034,COMMUNITY HOSPITAL INC,805 FRIENDSHIP ROAD,TALBASSEE,36078,ELMORE,3342836541,Voluntary non-profit - Private,No,Heart Failure,0.0
10038,STRINGFELLOW MEMORIAL HOSPITAL,301 EHST 18TH ST,ANNISTON,36201,CALHOUN,2562358900,Proprietary,Yes,Heart Attack,0.0
10018,CALLAHAN EYE FOUNDATION HOSPITAL,1720 UNIVERSITY BLVD,BIRMINGHAM,35233,JEFFERSON,2053258100,Voluntary non-profit - Private,Yes,Heart Failure,1.0
10024,JACKSON HOSPITAL & CLINIC INC,1725 PINE STREET,MONTGOMERY,36106,,3342938000,Voluntary non-profit - Private,Yes,Heart Attack,0.0
10012,,200 MED CENTER DRIVE,FORT PAYNE,35968,DE KALB,2568453150,Voluntary non-profit - Church,Yes,Surgical Infection Prevention,0.0
10045,FAYETTE MEDICAL CENTER,1653 TEMPLE AVENUE NORTH,FAYETTE,35555,FAYETTE,2059325966,Voluntary non-profit - Other,Yes,Heart Attack,1.0
10029,EAST ALABAMA MEDICAL CENTER AND SNF,,OPELIKA,36801,LEE,3347493411,Government - Hospital District or Authority,Yes,Heart Attack,0.0
10049,MEDICAL CENTER ENTERPRISE,400 N EDWARDS STREET,ENTERPRISE,36330,COFFEE,3343470584,Proprietary,Yes,Heart Attack,1.0
10011,ST VINCENT'S EAST,50 MEDICAL PARK EAST DRIVE,BIRMINGHAM,35235,JEFFERSON,2058383122,Voluntary non-profit - Private,Yes,Pneumonia,0.0
10032,WEDOWEE HOSPITAL,209 NORTH MAIN STREET,WEDOWEE,36278,RANDOLPH,2563572111,Government - Local,No,Heart Attack,1.0
10032,WEDOWEE HOSPITAL,209 NORTH MAIN STREET,WEDOWEE,,RANDOLPH,2563572111,Government - Local,No,Surgical Infection Prevention,0.0
10016,SHELBY BAPTIST MEDICAL CENTER,1000 FIRST STREET NORTH,ALABASTER,35007,HOUSTON,2056208100,Voluntary non-profit - Church,Yes,Pneumonia,0.0
10049,MEDICAL CENTER ENTERPRISE,400 N EDWARDS STREET,ENTERPRISE,36330,COFFEE,3343470584,Proprietary,Yes,Pneumonia,1.0
10033,UNIVERSITY OF ALABAMA HOSPITAL,619 SOUTH 19TH STREET,BIRMINGHAM,35233,,2059344011,Government - State,Yes,Heart Attack,0.0
10036,ANDALUSIA REGIONAL HOSPITAL,849 SOUTH THREE NOTCH STREET,ANDALUSUA,36420,COVINGTON,3342228466,Proprietary,No,Heart Failure,0.0
10038,STRINGFELLOW MEMORIAL HOSPITAL,301 EAST 18TH ST,ANNISTON,36201,CALHOUN,2562358900,Proprietary,Yes,Heart Failure,1.0
10039,HUNTSVILLE HOSPITAL,101 SIVLEY RD,HUNTSVILLE,35801,MADISON,2562651000,Government - Hospital District or Authority,Yes,Heart Failure,1.0
20017,ALASKA REGIONAL HOSPITAL,2801 DEBARR ROAD,ANCHORAGE,99508,ANCHORAGE,9072761131,Proprietary,,Surgical Infection Prevention,0.0
10038,STRINGFELLOW MEMORIAL HOSPITAL,301 EAST 18TH ST,OPP,36201,CALHOUN,2562358900,Proprietary,Yes,Pneumonia,0.0
10045,FAYETTE MEDICAL CENTER,1653 TEMPLE AVENUE NORTH,FAYETTE,35555,FAYETTE,,Voluntary non-profit - Other,Yes,Pneumonia,0.0
10046,RIVERVIEW REGIONAL MEDICAL CENTER,600 SOUTH THIRD STREET,,35901,ETOWAH,2565435200,Proprietary,Yes,Heart Failure,0.0
10049,MEDICAL CENTER ENTERPRISE,400 N EDWARDS STREET,ENTEKPRISE,36330,COFFEE,3343470584,Proprietary,Yes,Pneumonia,0.0
10015,HUNTSVILLE HOSPITAL,101 SIVLEY RD,HUNTSVILLE,35801,MADISON,2562651000,Government - Hospital District or Authority,Yes,Surgical Infection Prevention,0.0
10055,FLOWERS HOSPITAL,4370 WEST MAIN STREET,DOTHAN,36305,HOUSTEN,3347935000,Proprietary,Yes,Pneumonia,0.0
10055,FLOWERS HOSPITAL,4370 WEST MAIN STREET,DOTHAN,36305,CHAMBERS,3347935000,Proprietary,Yes,Surgical Infection Prevention,0.0
10046,RIVERVIEW REGIONAL MEDICAL CENTER,700 SOUTH THIRD STREET,GADSDEN,35901,ETOWAH,2565435200,Proprietary,Yes,Surgical Infection Prevention,0.0
10016,SHELBY BAPTIST MEDICAL CENTER,1000 FIRST STCEET NORTH,ALABASTER,35007,SHELBY,2056208100,Voluntary non-profit - Church,Yes,Surgical Infection Prevention,0.0
10035,CULLMAN REGIONAL MEDICAL CENTER,1912 ALABAMA HIGHWAY 157,CULLMAN,35058,CULLMAN,2567372000,Government - Hospital District or Authority,Yes,Heart Attack,1.0
,FLOWERS HOSPITAL,4370 WEST MAIN STREET,DOTHAN,36305,HOUSTON,3347935000,Proprietary,Yes,Surgical Infection Prevention,0.0
20017,ALASKA REGIONAL HOSPITAL,2801 DEBARR ROAD,ANCHORAGE,99508,ANCHORAGE,9072761131,Proprietary,Yes,Surgical Infection Prevention,1.0
10038,STRINGFELLOW MEMORIAL HOSPITAL,301 EAST 18TH ST,ANNISTON,36201,,2562358900,Proprietary,Yes,Pneumonia,0.0
10043,CHILTON MEDICAL CENTER,1010 LAY DAM ROAD,CLANTON,35045,CHILTON,2057552500,Voluntary non-profit - Private,Yes,Pneumonia,1.0
,CULLMAN REGIONAL MEDICAL CENTER,1912 ALABAMA HIGHWAY 157,CULLMAN,35058,CULLMAN,2567372000,Government - Hospital District or Authority,Yes,Surgical Infection Prevention,0.0
10005,MARSHALL MEDICAL CENTER SOUTH,2505 U S HIGHWAY 431 NORTH,BOAZ,35957,MARSHALL,2565938310,Government - Hospital District or Authority,Yes,Heart Failure,1.0
10025,G H LANIER MEMORIAL HOSPITAL,4800 48TH ST,VALLEY,36854,CHAMBERS,3347561400,Voluntary non-profit - Other,Yes,Surgical Infection Prevention,1.0
10045,FAYETTE MEDICAL CENTER,1653 TEMPLE AVENUE NORTH,FAYETTE,35555,FAYETTE,2059325966,Voluntary non-profit - Other,Yes,Heart Failure,0.0
10022,CHEROKEE MEDICAL CENTER,400 NORTHWOOD DR,CENTRE,35960,CHEROKEE,2569275531,Voluntary non-profit - Private,Yes,Surgical Infection Prevention,0.0
