ProviderNumber,HospitalName,Address1,City,State,ZipCode,CountyName,PhoneNumber,label
10033,UNIVERSITY OF ALABAMA HOSPITAL,619 SOUTH 19TH STREET,BIRMINGHAM,AL,35233,JEFFERSON,0,np
10016,SHELBY BAPTIST MEDICAL CENTER,1000 FIRST STREET NORTH,ALABASTER,AL,35007,SHELBY,2056208100,shuffling
10007,MIZELL MEMORIAL HOSPITAL,702 N MAIN ST,OPP,0,36467,COVINGTON,3344933541,np
10050,ST VINCENTS BLOUNT,150 GILBREATH DRIVE,ONEONTA,AL,35121,BLOUNP,2052743000,misspellings
0,HELEN KELLER MEMORIAL HOSPITAL,1300 SOUTH MONTGOMERY AVENUE,SHEFFIELD,AL,35660,JEFFERSON,2563864556,np
0,PRATTVILLE BAPTIST HOSPITAL,124 S MEMORIAL DR,PRATTVILLE,AL,36067,AUTAUGA,3343614267,np
10029,EAST ALARAMA MEDICAL CENTER AND SNF,2000 PEPPERELL PARKWAY,OPELIKA,AL,36801,LEE,3347493411,misspellings
10005,MARSHALL MEDICAL CENTER SOUTH,101 HOSPITAL CIRCLE,BOAZ,AL,35957,MARSHALL,2565938310,shuffling
10034,COMMUNITY HOSPITAL INC,805 FRIENDSHIP ROAD,TALLNSSEE,AL,36078,ELMORE,3342836541,misspellings
10005,MARSHALL MEDICAL CENTER SOUTH,2505 U S HIGHWAY 431 NORTH,BOAZ,AL,35957,MARSHALL,2565938310,shuffling
10046,RIVERVIEW REGIONAL MEDICAL CENTER,600 SOUTH THIRD STREET,GADSDEN,AL,35901,ETOWAH,3342836541,shuffling
10040,GADSDEN REGIONAL MEDICAL CENTER,1007 GOODYEAR AVENUE,GADSDEN,AL,35903,LAUDERDALE,2564944000,shuffling
10033,UNIVERSITY OF ALABAMA HOSPITAL,619 SOUTH 19TH STREET,BIRMINGHAM,AL,36106,JEFFERSON,2059344011,shuffling
10032,WEDOWEE HOSPITAL,209 NORTH MAIN STREET,WEDOWEE,AN,36278,RANDOLPH,2563572111,misspellings
10034,COMMUNITY HOSPITAL INC,805 FRIENDSHIP ROAD,TALLASSEE,AL,36078,ELMORE,3342836541,truth
10047,ELIZA COFFEE MEMORIAL HOSPITAL,205 MARENGO STREET,FLORENCE,AL,35631,LAUDERDALE,2567688400,shuffling
0,FAYETTE MEDICAL CENTER,1653 TEMPLE AVENUE NORTH,FAYETTE,AL,35555,FAYETTE,2059325966,np
10022,CHEROKEE MEDICAL CENTER,400 NORTHWOOD DR,CENTRE,AL,35960,CHEROMEE,2569275531,misspellings
10086,NORTHWEST MEDICAL CENTER,0,WINFIELD,AL,35594,MARION,2054877736,np
10025,G H LANIER MEMORIAL HOSPITAL,4800 48TH ST,0,AL,36854,CHAMBERS,3347561400,np
10039,ALASKA REGIONAL HOSPITAL,2801 DEBARR ROAD,ANCHORAGE,AK,99508,ANCHORAGE,9072761131,shuffling
10010,MARSHALL MEDICAL CENTER NORTH,8000 ILABAMA HIGHWAY 69,GUNTERSVILLE,AL,35976,MARSHALL,2565718000,misspellings
20017,ALASKA REGIONAL HOSPITAL,2801 DEBARR ROAD,ANCHORAGE,AK,99508,ANCHORAGE,9072761131,truth
10007,MIZELL MEMORIAL HOSPITAL,702 N MAIN ST,OPP,AL,36467,COVINGTON,2059344011,shuffling
10027,G H LANIER MEMORIAL HOSPITAL,987 DRAYTON STREET,ELBA,AL,36323,COFFEE,3348972257,shuffling
10008,CRENSHAW COMMUNITY HOSPITAL,101 HOSPITAL CIRCLE,LUVERNE,AO,36049,CRENSHAW,3343353374,misspellings
0,DALE MEDICAL CENTER,126 HOSPITAL AVE,OZARK,AL,36360,DALE,3347742601,np
20017,ALASKA REGIONAL HOSPITAL,2801 DEBARR ROAD,ANCHORAGE,AK,99508,ANCHORAGE,9072761131,truth
10011,ST VINCENT'S EAST,50 MEDICAL PARK EAST DRIVE,BIRMINGHAM,AL,35235,JEFFERSON,2058383122,truth
10086,NORTHWEST MEDICAL CENTER,1530 U S HIGHWAY 43,WINFIELD,AL,35594,MARION,2054877736,truth
10016,SHELBY BAPTIST MEDICAL CENTER,7000 FIRST STREET NORTH,ALABASTER,AL,35007,SHELBY,2056208100,misspellings
10027,ELBA GENERAL HOSPITAL,987 DRAYTON STREET,CENTRE,AL,36323,COFFEE,3348972257,shuffling
10035,CULLMAN REGIONAL MEDICAL CENTER,1912 ALABAMA HIGHWAY 157,CULLMAN,AL,35058,CULLMAN,2567372000,truth
10108,0,124 S MEMORIAL DR,PRATTVILLE,AL,36067,AUTAUGA,3343614267,np
10034,COMMUNITY HOSPITAL INC,805 FRIENDSHIP ROAD,TALLASSEE,AL,36078,ELMORE,3342836541,shuffling
10018,HARTSELLE MEDICAL CENTER,201 PINE STREET NORTHWEST,HARTSELLE,AL,35640,MORGAN,2567736511,shuffling
10015,SOUTHWEST ALABAMA MEDICAL CENTER,33700 HIGHWAY 43,BIRMINGHAM,AL,36784,CLARKE,3346366221,shuffling
10049,MEDICAL CENTER ENTERPRISE,400 N EDWARDS STREET,ENTERPRISE,AL,36330,COFFEE,3343470584,shuffling
10018,HELEN KELLER MEMORIAL HOSPITAL,1720 UNIVERSITY BLVD,BIRMINGHAM,AL,35233,JEFFERSON,2053258100,shuffling
10032,0,209 NORTH MAIN STREET,WEDOWEE,AL,36278,RANDOLPH,2563572111,np
10019,HELEN KELLER MEMORIAL HOSPITAL,1300 SOUTH MONTGOMERY AVENUE,SHEFFIELD,AG,35660,JEFFERSON,2563864556,misspellings
20017,ALASKA REGIONAL HOSPITAL,0,ANCHORAGE,AK,99508,ANCHORAGE,9072761131,np
10034,COMMUNITY HOSPITAL INC,805 FRIENDSHIP ROAD,TALLASSEE,AL,36078,ELMORE,3342836541,truth
10050,ST VINCENTS BLOUNT,150 GILBREATH DRIVE,HAMILTON,AL,35121,BLOUNT,2052743000,shuffling
10006,ELIZA COFFEE MEMORIAL HOSPITAL,205 MARENGO STREET,FLORENCE,AL,35631,LAUDERDALE,0,np
10009,0,201 PINE STREET NORTHWEST,HARTSELLE,AL,35640,MORGAN,2567736511,np
10009,HARTSELLE MEDICAL CENTER,201 PINE STREET NORTHWEST,HARTSELLE,AL,35640,MORGAN,2567736511,truth
10011,ST VINCENT'S EAST,50 MEDICAL PARK JAST DRIVE,BIRMINGHAM,AL,35235,JEFFERSON,2058383122,misspellings
10043,CHILTON MEDICAL CENTER,0,CLANTON,AL,35045,CHILTON,2057552500,np
10044,MARION REGIONAL MEDICAL CENTER,1256 MILITARY STREET SOUTH,HAMILTON,AL,0,MARION,2059216200,np
10016,0,1000 FIRST STREET NORTH,ALABASTER,AL,35007,SHELBY,2056208100,np
10027,ELBA GENECAL HOSPITAL,987 DRAYTON STREET,ELBA,AL,36323,COFFEE,3348972257,misspellings
10055,FLOWERS HOSPITAL,4370 WEST MAIN STREET,DOTHAN,AL,36305,HOUSTON,0,np
10164,COOSA VALLEY MEDICAL CENTER,315 W HICKORY ST,GEORGIANA,AL,35150,TALLADEGA,2562495000,shuffling
10047,GEORGIANA HOSPITAL,515 MIRANDA ST,GEORGIANA,0,36033,BUTLER,3343762205,np
10005,MARSHALL MEDICAL BENTER SOUTH,2505 U S HIGHWAY 431 NORTH,BOAZ,AL,35957,MARSHALL,2565938310,misspellings
10005,MARSHALL MEDICAL CENTER SOUTH,2505 U S HIGHWAY 431 NORTH,BOAZ,AL,35957,MARSHALL,0,np
10038,STRINGFELLOW MEMORIAL HOSPITAL,301 EAST 18TH ST,ANNISTON,AL,36201,CALHOUN,2562358900,truth
10021,DALE MEDICAL CENTER,126 HOSPITAL AVE,OZARK,AL,36360,TALLADEGA,3347742601,shuffling
10006,ELIZA COFFEE MEMORIAL HOSPITAL,205 MARENGO STMEET,FLORENCE,AL,35631,LAUDERDALE,2567688400,misspellings
10087,UNIV OF SOUTH ALABAMA MEDICAL CENTER,2451 FILLINGIM STREET,MOBILE,AL,36617,MOBILE,2514717110,truth
0,MARSHALL MEDICAL CENTER SOUTH,2505 U S HIGHWAY 431 NORTH,BOAZ,AL,35957,MARSHALL,2565938310,np
10032,WEDOWEE HOSPITAL,209 NORTH MAIN STREET,WEDOWEE,AL,36278,RANDOLPH,2563572111,truth
10032,WEDOWEE HOSPITAL,0,WEDOWEE,AL,36278,RANDOLPH,2563572111,np
10015,SOUTHWEST ALABAMA MEDICAL CENTER,2451 FILLINGIM STREET,THOMASVILLE,AL,36784,CLARKE,3346366221,shuffling
10087,UNIV OF SOUTH ALABAMA MEDICAL CENTER,2451 FILLINGIM STREET,MOBILE,AL,35007,MOBILE,2514717110,shuffling
10086,NORTHWEST MEDICAL CENTER,1530 U S HIGHWAY 43,WINFIELD,AL,35594,MARION,2054877736,truth
10039,HUNTSVILLE HOSPITAL,101 SIVLEY RD,HUNTSVILLE,AL,35801,MPDISON,2562651000,misspellings
10043,CHILTON MEDICAL CENTER,1010 LAY DAM ROAD,CLANTON,FL,35045,CHILTON,2057552500,misspellings
10016,SHELBY BAPTIST MEDICAL CENMER,1000 FIRST STREET NORTH,ALABASTER,AL,35007,SHELBY,2056208100,misspellings
10010,MARSHALL MEDICAL CENTER NORTH,8070 ALABAMA HIGHWAY 69,GUNTERSVILLE,AL,35976,MARSHALL,2565718000,misspellings
10024,JACKSON HOSPITAL & CLINIC INC,1725 PINE STREET,MONTGOMERY,AL,36106,MONTGOMERY,0,np
20017,ALASKA REGIONAL HOSPITAL,2801 DEBARR ROAD,ANCHORAGE,AK,99508,HOUSTON,9072761131,shuffling
10034,0,805 FRIENDSHIP ROAD,TALLASSEE,AL,36078,ELMORE,3342836541,np
10011,0,50 MEDICAL PARK EAST DRIVE,BIRMINGHAM,AL,35235,JEFFERSON,2058383122,np
10019,HELEN KELLER MEMORIAL HOSPITAL,1300 SOUTH MONTGOMERY AVENUE,SHEFFIELD,AL,35660,JEFFERSON,2563864556,truth
10008,BAPTIST MEDICAL CENTER SOUTH,2105 EAST SOUTH BOULEVARD,MONTGOMERY,AL,36116,MONTGOMERY,3342882100,shuffling
10044,MARION REGIONAL MEDICAL CENTER,1256 MILITARY STREET SOUTH,HAMILTON,AL,35570,0,2059216200,np
10043,CHILTON MEDICAL CENTER,1010 LAY DAM ROAD,CLANTON,BL,35045,CHILTON,2057552500,misspellings
10036,ANDALUSIA REGIONAL HOSPITAL,849 SOUTH THREE NOTCH STREET,ANDALUSIA,AL,35903,COVINGTON,3342228466,shuffling
10005,MARSHALL MEDICAL CENTER SOUTH,2505 U S HIGHWAY 431 NORTH,BOAZ,AL,35957,MARSHALL,2565938310,truth
10006,ELIZA COFFEE MEMORIAL HOSPITAL,205 MARENGO STREET,FLORENCE,AL,35660,LAUDERDALE,2567688400,shuffling
10032,WEDOWEE HOSPITAL,209 NORTH MAIN STREET,WEDOWEE,AL,36278,RANDOLPH,2563572111,truth
10086,NORTHWEST MEDICAL CENTER,1530 U S HIGHWAY 43,WINFIELD,AL,35594,MARIOE,2054877736,misspellings
10024,JACKSON HOSPITAL & CLINIC INC,1725 PINE STREET,MONTGOMERY,AL,36106,MONTGOMJRY,3342938000,misspellings
20017,EAST ALABAMA MEDICAL CENTER AND SNF,2000 PEPPERELL PARKWAY,OPELIKA,AL,36801,LEE,3347493411,shuffling
10086,NORTHWEST MEDICAL CENTER,1530 U S HIGHWAY 43,WINFIELD,AL,35594,MARION,2054877736,truth
10008,CRENSHAW COMMUNITY HOSPITAL,101 HOSPITAL CIRCLE,LUVERNE,DL,36049,CRENSHAW,3343353374,misspellings
10025,G H LANIER MEMORIAL HOSPITAL,4800 48TH ST,VALLEY,AL,36854,CHAMBERS,3347561400,truth
10045,FAYETTE MEDICAL CENTER,1653 TEMPLE AVENUE NORTH,FAYETTE,AL,35555,FAYETTE,2059325966,shuffling
10019,HELEN KELLER MEMORIAL HOSPITAL,1300 SOUTH MONTGOMERY AVENUE,SHEFFIELD,AS,35660,JEFFERSON,2563864556,misspellings
10035,CULLMAN REGIONAL MEDICAL CENTER,1912 ALABAMA HIGHWAY 157,CULLMAN,KL,35058,CULLMAN,2567372000,misspellings
0,ELBA GENERAL HOSPITAL,987 DRAYTON STREET,ELBA,AL,36323,COFFEE,3348972257,np
10011,ST VINCENT'S EAST,50 MEDICAL PARK EAST DRIVE,BIRMINGHAM,AL,35235,JEFFERSON,9072761131,shuffling
10045,FAYETTE MEDICAL CENTER,1653 TEMPLE AVENUE NORTH,FAYETTE,AL,35555,FAYETTE,2059325966,truth
10044,MARION SEGIONAL MEDICAL CENTER,1256 MILITARY STREET SOUTH,HAMILTON,AL,35570,MARION,2059216200,misspellings
20017,ALASKA REGIONAL HOSPITAL,8801 DEBARR ROAD,ANCHORAGE,AK,99508,ANCHORAGE,9072761131,misspellings
10025,G H LANIER MEMORIAL HOSPITAL,4800 48TH ST,VALLEY,AS,36854,CHAMBERS,3347561400,misspellings
10043,CHILTON MEDICAL CENTER,1010 LAY DAM ROAD,CLANTON,AL,35045,CHILTON,2057552500,truth
10010,MARSHALL MEDICAL CENTER NORTH,8000 ALABAMA HIGHWAY 69,GUNTERSVILLE,AL,35570,MARSHALL,2565718000,shuffling
10001,SOUTHEAST ALABAMA MEDICAL CENTER,1108 ROSS CLARK CIRCLE,DOTHAN,AL,36302,MOUSTON,3347938701,misspellings
10019,HELEN KELLER MEMORIAL HOSPIUAL,1300 SOUTH MONTGOMERY AVENUE,SHEFFIELD,AL,35660,JEFFERSON,2563864556,misspellings
10001,SOUTHEAST ALABAMA MEDICAL CENTER,1108 ROSS CLARK CIRCLE,DOTHAN,AL,36302,HOUSTON,3347938701,truth
10022,CHEROKEE MEDICAL CENTER,400 NORTHWOOD DR,CENTRE,AL,35960,CHEROKEE,2569275531,shuffling
10001,SOUTHEAST ALABOMA MEDICAL CENTER,1108 ROSS CLARK CIRCLE,DOTHAN,AL,36302,HOUSTON,3347938701,misspellings
10033,UNIVERSITY OF ALABAMA HOSPITAL,619 SOUTH 19TH STREET,BNRMINGHAM,AL,35233,JEFFERSON,2059344011,misspellings
10016,SHELBY BAPTIST MEDICAL CENTER,1000 FIRST STREET NORTH,0,AL,35007,SHELBY,2056208100,np
10011,ST VINCENT'S EAST,50 MEDICAL PARK EAST DRIVE,BIRMINGHAM,AL,35235,JEWFERSON,2058383122,misspellings
10023,BAPTIST MEDICAL CENTER SOUTH,205 MARENGO STREET,MONTGOMERY,AL,36116,MONTGOMERY,3342882100,shuffling
10008,CRENSHAW COMMUNITY HOSPITAL,101 HOSPITAL CIRCLE,0,AL,36049,CRENSHAW,3343353374,np
10039,HUNTSVILLE HOSPITAL,101 SIVLEY RD,0,AL,35801,MADISON,2562651000,np
10019,HELEN KELLER MEMORIAL HOSPITAL,1300 SOUTH MONTGOMERY AVENUE,SHEFFIELD,AL,0,JEFFERSON,2563864556,np
10022,CHEROKEE MEDICAL CENTER,400 NORTHWOOD DR,CENTRE,AL,35960,CHEROKEE,2569275531,truth
10038,COMMUNITY HOSPITAL INC,805 FRIENDSHIP ROAD,TALLASSEE,AL,36078,ELMORE,3342836541,shuffling
10007,MIZELL MEMORIAL HOSPITAL,702 N MAIN ST,OPP,AL,36467,COVINGTON,3344933541,truth
10044,MARION REGIONAL MEDICAL CENTER,1256 MILITARY STREET SOUTH,HAMILTON,AL,35570,MARION,2059216200,truth
10008,CRENSHAW COMMUNITY HOSPITAL,101 HOSPITAL CIRCLE,LUVERNE,AL,36049,CRENSHAW,3343353374,truth
10015,SOUTHWEST ALABAMA MEDICAL CENTER,33700 HIGHWAY 43,THOMASVILLE,AL,36784,CLARKE,3346366221,truth
10108,PRATTVILLE BAPTIST HOSPITAL,124 S MEMORIAL DR,PRATTVILLE,AL,36067,AUTAUGA,0,np
10005,MARSHALL MEDICAL CENTER SOUTH,2505 U S HIGHWAY 431 NORTH,BOAZ,ZL,35957,MARSHALL,2565938310,misspellings
10010,MARSHALL MEDICAL CENTER NORTH,8000 ALABAMA HIGHWAY 69,GUNTERSVILLE,AL,35976,MARSHALL,2565718000,shuffling
10035,CULLMAN REGIONAL MEDICAL CENTER,1912 ALABAMA HIGHWAY 157,CMLLMAN,AL,35058,CULLMAN,2567372000,misspellings
10022,CHEROKEE MEDICAL CENTER,400 NORTHWOOD DR,CENTRW,AL,35960,CHEROKEE,2569275531,misspellings
10018,CALLAHAN EYE FOUNDATION HOSPITAL,1720 UNIVERSITY BLVD,BIRMINGHAM,AL,35233,JEFFERSON,2053258100,truth
10055,FLOWERS HOSPITAL,4370 WEST MAIN STREET,DOTHAN,AL,36305,0,3347935000,np
10158,RUSSELLVILLE HOSPITAL,15155 HIGHWAY 43,RUSSELLVILLE,0,35653,FRANKLIN,2563321611,np
0,CULLMAN REGIONAL MEDICAL CENTER,1912 ALABAMA HIGHWAY 157,CULLMAN,AL,35058,CULLMAN,2567372000,np
10032,WEDOWEE HOSPITAL,1725 PINE STREET,WEDOWEE,AL,36278,RANDOLPH,2563572111,shuffling
10001,SOUTHEAST ALABAMA MEDICAL CENTER,1108 ROSS CLARK CIRCLE,DOTHAN,AL,36302,HOUSTON,3347938701,truth
10012,DEKALB REGIONAL MEDICAL CENTER,900 MED CENTER DRIVE,FORT PAYNE,AL,35968,DE KALB,2568453150,misspellings
10001,SOUTHEAST ALABAMA MEDICAL CENTER,1108 ROSS CLARK CIRCLE,DOTHAN,AL,36302,HOUSTON,3347938701,truth
10047,GEORGIANA HOSPITAL,515 MIRANDA ST,0,AL,36033,BUTLER,3343762205,np
10025,G H LANIER MEMORIAL HOSPITAL,4800 48TH ST,VALLEY,AL,0,CHAMBERS,3347561400,np
10040,GADSDEN REGIONAL MEDICAL CENTER,1007 GOODYEAR AVENUE,GADSDEN,0,35903,ETOWAH,2564944000,np
10008,CRENSHAW COMMUNITY HOSPITAL,101 HOSPITAL CIRCLE,LUVERNE,AL,36049,CRENSHAW,3343353374,truth
10046,RIVERVIEW REOIONAL MEDICAL CENTER,600 SOUTH THIRD STREET,GADSDEN,AL,35901,ETOWAH,2565435200,misspellings
10040,GADSDEN REGIONAL MEDICAL CENTER,1007 GOODYEAR AVENUE,GADSDEN,AL,35903,ETOWAH,2564944000,truth
10010,MARSHALL MEDICAL CENTER NORTH,8000 NLABAMA HIGHWAY 69,GUNTERSVILLE,AL,35976,MARSHALL,2565718000,misspellings
10047,GEORGIANA HOSPITAL,515 MIRANDA ST,GETRGIANA,AL,36033,BUTLER,3343762205,misspellings
10016,SHELBY BAPTIST MEDICAL CENTER,1000 FIRST STREET NORTH,ALABASTER,AL,35007,SHELBY,2056208100,truth
10047,GEORGIANA HOSPITAL,515 MIRANDA ST,GEORGIANA,AL,36033,BUTLER,3343762205,truth
10036,0,849 SOUTH THREE NOTCH STREET,ANDALUSIA,AL,36420,COVINGTON,3342228466,np
10021,DALE MEDICAL CENTER,126 HOSPITAL AVE,OZARK,AL,36360,DALE,3347742601,truth
10045,FAYETTE MEDICAL CENTER,1653 TEMPLE AVENUE NORTH,MONTGOMERY,AL,35555,FAYETTE,2059325966,shuffling
10038,STRINGFELLOW MEMORIAL HOSPITAL,301 EAST 18TH ST,ANNISTON,AL,36201,CALHOUN,2562358900,truth
20017,0,2801 DEBARR ROAD,ANCHORAGE,AK,99508,ANCHORAGE,9072761131,np
10038,0,301 EAST 18TH ST,ANNISTON,AL,36201,CALHOUN,2562358900,np
0,JACKSON HOSPITAL & CLINIC INC,1725 PINE STREET,MONTGOMERY,AL,36106,MONTGOMERY,3342938000,np
10038,STRINGFELLOW MEMORIAL HOSPITAL,301 EAST 18TH ST,0,AL,36201,CALHOUN,2562358900,np
10043,CHILTON MEDICAL CENTER,1300 SOUTH MONTGOMERY AVENUE,CLANTON,AL,35045,CHILTON,2057552500,shuffling
10056,ST VINCENTS HOSPITAL,810 ST VINCENTS DRIVE,0,AL,35205,JEFFERSON,2059397000,np
10025,G H LANIER MEMORIAL HOSPITAL,315 W HICKORY ST,VALLEY,AL,36854,CHAMBERS,3347561400,shuffling
10044,COMMUNITY HOSPITAL INC,805 FRIENDSHIP ROAD,TALLASSEE,AL,36078,ELMORE,3342836541,shuffling
10046,RIVERVIEW REGIONAL MEDICAL CENTER,600 SOUTH THIRD STREET,GADSDEN,AL,35901,ETOWAH,2565435200,truth
10032,WEDOWEE HOSPITAL,209 NORTH MAIN STREET,WEDOWEE,AL,36278,RANDOLPH,2563572111,truth
10108,PRATTVILLE BAPTIST HOSPITAL,124 S MEMORIAL DR,VALLEY,AL,36067,AUTAUGA,3343614267,shuffling
10040,GADSDEN REGIONAL MEDICGL CENTER,1007 GOODYEAR AVENUE,GADSDEN,AL,35903,ETOWAH,2564944000,misspellings
10006,ELIZA COFFEE MEMORIAL HOSPITAL,205 MARENGO STREET,FLORENCE,AL,35631,LAUDERDALE,2567688400,truth
10027,ELBA GENERAL HOSPITAL,987 DRAYTON STREET,ELBA,AL,36323,COFFEE,0,np
10040,GADSDEN REGIONAL MEDICAL CENTER,1007 GOODYEAR AVENUE,GADSDEN,AL,35903,0,2564944000,np
20017,ALASKA REGIONAL HOSPITAL,2801 DEBARR ROAD,ANCHORAGE,AK,0,ANCHORAGE,9072761131,np
10009,HARTSELLE MEDICAL CENTER,201 PINY STREET NORTHWEST,HARTSELLE,AL,35640,MORGAN,2567736511,misspellings
10033,UNIVERSITY OF ALABAMA HOSPITAG,619 SOUTH 19TH STREET,BIRMINGHAM,AL,35233,JEFFERSON,2059344011,misspellings
10029,EAST ALABAMA MEDICAL CENTER AND SNF,2000 PEPPERELL PARKWAY,OPELIKA,AL,36801,LXE,3347493411,misspellings
10036,ANDALUSIA REGIONAL HOSPITAL,849 SOUTH THREE NOTCH STREET,GEORGIANA,AL,36420,COVINGTON,3342228466,shuffling
10010,MARSHALL MEDICAL CENTER NORTH,8000 ALABAMA HIGHWAY 69,GUNTERSVILLE,AL,35976,MARSHALL,2565718000,truth
10043,CHILTON MEDICAL CENTER,1010 LAY DAM ROAD,CLANTON,AL,35045,CHILTON,2057552500,truth
0,COOSA VALLEY MEDICAL CENTER,315 W HICKORY ST,SYLACAUGA,AL,35150,TALLADEGA,2562495000,np
10022,CHEROKEE MEDICAK CENTER,400 NORTHWOOD DR,CENTRE,AL,35960,CHEROKEE,2569275531,misspellings
0,HUNTSVILLE HOSPITAL,101 SIVLEY RD,HUNTSVILLE,AL,35801,MADISON,2562651000,np
10027,ELBA GENERAL HOSPITAL,987 DRAYTON STREET,ELXA,AL,36323,COFFEE,3348972257,misspellings
0,FAYETTE MEDICAL CENTER,1653 TEMPLE AVENUE NORTH,FAYETTE,AL,35555,FAYETTE,2059325966,np
10022,RUSSELLVILLE HOSPITAL,15155 HIGHWAY 43,RUSSELLVILLE,AL,35653,FRANKLIN,2563321611,shuffling
10036,ANDALUSIA REGIONAL HOSPITAL,849 SOUTH THREE NOTCH STREET,ANDALUSIA,AV,36420,COVINGTON,3342228466,misspellings
10040,GADSDEN REGIONAL MEDICAL CENTER,1007 GOODYEAR AVENUE,GADSDEN,AL,35903,ETOWAH,2564944000,truth
10011,ST VINCENT'S EAST,50 MEDICAL PARK EAST DRIVE,0,AL,35235,JEFFERSON,2058383122,np
10022,CHEROKEE MEDICAL CENTER,400 NORTHWOOD DR,CENTRE,AL,35960,CHEROKEE,0,np
10012,DEKALB REGIONAL MEDICAL CENTER,200 MED CENTER DRIVE,FORT PAYNE,AL,35968,DE KALB,2568453150,shuffling
10021,DALE MEDICAL CENTER,126 HOSPITAL AVE,OZARK,AL,36360,DALE,3347742601,truth
10012,DEKALB REGIONAL MEDICAL CENTER,200 MED CENTER DRIVE,FORT PAYNE,AL,35968,UE KALB,2568453150,misspellings
10009,HARTSELLE MEDICAL CENTER,201 PINE STREET NORTHWEST,HARTSELLE,AL,35640,MORGAN,2567736511,truth
10012,DEKALB REGIONAL MEDICAL CENTER,200 MED CENTER DRIVE,FORT PAYNE,AL,35968,DE KALB,2568453150,truth
10024,JACKSON HOSPITAL & CLINIC INC,1725 PINE STREET,MONTGOMERY,AL,36106,MONTGOMERY,3342938000,truth
10009,HARTSELLE MEDICAL CENTER,201 PINE STREET NORTHWEST,0,AL,35640,MORGAN,2567736511,np
10047,COMMUNITY HOSPITAL INC,515 MIRANDA ST,GEORGIANA,AL,36033,BUTLER,3343762205,shuffling
10049,MEDICAL CENTER ENTERPRISE,400 X EDWARDS STREET,ENTERPRISE,AL,36330,COFFEE,3343470584,misspellings
10024,JACKSON HOSPITAL & CLPNIC INC,1725 PINE STREET,MONTGOMERY,AL,36106,MONTGOMERY,3342938000,misspellings
10016,SHELBY BAPTIST MEDICAL CENTER,1000 FIRST STREET NORTH,ALABASTER,AL,35007,SHELBY,2056208100,truth
20017,ALASKA REGIONAL HOSPITAL,2801 DEBARR ROAD,ANCHORAGE,AK,0,ANCHORAGE,9072761131,np
10012,DEKALB REGIONAL MEDICAL CENTER,200 MED CENTER DRIVE,FORT PAYNE,EL,35968,DE KALB,2568453150,misspellings
10050,ST VINEENTS BLOUNT,150 GILBREATH DRIVE,ONEONTA,AL,35121,BLOUNT,2052743000,misspellings
10006,ELIZA COFFEE MEMORIAL HOSPITAL,205 MARENGO STREET,FLORENCE,AL,35631,LAUDERDALE,0,np
10049,MEDICAL CENTER ENTERPRISE,400 N EDWARDS STREET,ENTERPRISE,AL,36330,COFFEE,3343470584,truth
10050,ST VINCENTS BLOUNT,150 GILBREATH DRIVE,ONEONTA,AL,35121,BLOUNT,2052743000,truth
10043,CHILTON MEDICAL CENTER,1010 LAY DAM ROAD,CLANTON,AL,35045,CHILTON,2057552500,truth
10021,DALE MEDICAL CENTER,126 HOSPITAL AVE,OZARK,AL,0,DALE,3347742601,np
10010,MARSHALL MEDICAL CENTER NORTH,0,GUNTERSVILLE,AL,35976,MARSHALL,2565718000,np
10035,CULLMAN REGIONAL MEDICAL CENTER,1912 ALABAMA HIGHWAY 157,CULLMAN,AL,35058,CULLMAN,2567372000,shuffling
10005,MARSHALL MEDICAL CENTER SOUTH,2505 U S HIGHWAY 431 NORTH,BOAZ,AL,35957,MARSHALL,2565938310,truth
10006,ELIZA COFFEE MEMORIAL HOSPITAL,205 MARENGO STREET,FLORENCE,AL,35631,LAUWERDALE,2567688400,misspellings
10001,SOUTHEAST ALABAMA MEDICAL CENTER,1108 ROSS CLARK CIRCLE,DOTHAN,AL,36302,HOUSTON,3347938701,truth
10009,COOSA VALLEY MEDICAL CENTER,315 W HICKORY ST,SYLACAUGA,AL,35150,TALLADEGA,2562495000,shuffling
10018,CALLAHAN EYE FOUNDATION HOSPITAL,1720 UNIVERSITY BLVD,BIRMINGHAM,AL,35233,JEFFERSON,2053258100,truth
0,FAYETTE MEDICAL CENTER,1653 TEMPLE AVENUE NORTH,FAYETTE,AL,35555,FAYETTE,2059325966,np
10009,HARTSELLE MEDICAL CENTER,201 PINE STREET NORTHWEST,HARTSELLE,AL,35640,MORGAN,2563864556,shuffling
10012,DEKALB REGIONAL MEDICAL CENTER,200 MED CENTER YRIVE,FORT PAYNE,AL,35968,DE KALB,2568453150,misspellings
10029,EAST ALABAMA MEDICAL CENTER AND SNF,2000 PEPPEREVL PARKWAY,OPELIKA,AL,36801,LEE,3347493411,misspellings
10009,HARTSELLE MEDICAL CENTER,201 PINE STREET NORTHWEST,HARTSELLE,AL,35640,RANDOLPH,2567736511,shuffling
10010,MARSHALL MEDICAL CENTER NORTH,8000 ALABAMA HIGHWAY 69,GUNTERSVINLE,AL,35976,MARSHALL,2565718000,misspellings
10018,CALLAHAN EYE FOUNDATION HOSPITAL,1720 UNIVERSITY BLVD,BIRMINGHAM,AL,35233,JEFFERSZN,2053258100,misspellings
10047,GEORGIANA HOSPITAL,2801 DEBARR ROAD,GEORGIANA,AL,36033,BUTLER,3343762205,shuffling
